nr	nv	nt	capacity
10	3	3	100

node	x	y	a	b	load
p0	67	40	0	999	60
p1	85	2	0	999	44
p2	24	43	0	999	42
p3	28	16	0	999	43
p4	10	5	0	999	90
p5	32	67	0	999	93
p6	14	95	0	999	63
p7	67	45	0	999	84
p8	34	80	0	999	83
p9	30	22	0	999	27
d0	57	91	0	999	-60
d1	21	64	0	999	-44
d2	77	58	0	999	-42
d3	74	13	0	999	-43
d4	39	74	0	999	-90
d5	8	56	0	999	-93
d6	45	82	0	999	-63
d7	74	4	0	999	-84
d8	20	14	0	999	-83
d9	93	79	0	999	-27
o0	0	27	0	999	0
o1	38	77	0	999	0
o2	41	28	0	999	0
e0	55	3	0	999	0
e1	31	10	0	999	0
e2	52	66	0	999	0
t0	59	60	0	999	0
t1	8	31	0	999	0
t2	46	86	0	999	0
