nr	nv	nt	capacity
10	3	3	100

node	x	y	a	b	load
p0	85	50	0	999	81
p1	58	67	0	999	12
p2	92	81	0	999	11
p3	64	66	0	999	74
p4	98	14	0	999	94
p5	13	50	0	999	64
p6	53	27	0	999	14
p7	80	29	0	999	17
p8	88	42	0	999	60
p9	62	4	0	999	63
d0	81	21	0	999	-81
d1	0	71	0	999	-12
d2	21	72	0	999	-11
d3	65	94	0	999	-74
d4	29	88	0	999	-94
d5	5	23	0	999	-64
d6	56	89	0	999	-14
d7	88	11	0	999	-17
d8	4	34	0	999	-60
d9	87	21	0	999	-63
o0	24	22	0	999	0
o1	58	29	0	999	0
o2	98	48	0	999	0
e0	18	39	0	999	0
e1	10	55	0	999	0
e2	33	74	0	999	0
t0	51	3	0	999	0
t1	13	50	0	999	0
t2	69	21	0	999	0
