nr	nv	nt	capacity
10	3	3	100

node	x	y	a	b	load
p0	16	63	0	999	13
p1	35	80	0	999	95
p2	30	84	0	999	52
p3	64	44	0	999	16
p4	78	47	0	999	51
p5	66	77	0	999	27
p6	60	23	0	999	83
p7	68	2	0	999	71
p8	88	55	0	999	50
p9	13	4	0	999	65
d0	8	69	0	999	-13
d1	21	23	0	999	-95
d2	77	62	0	999	-52
d3	73	73	0	999	-16
d4	92	1	0	999	-51
d5	9	43	0	999	-27
d6	13	76	0	999	-83
d7	42	33	0	999	-71
d8	52	57	0	999	-50
d9	65	44	0	999	-65
o0	43	93	0	999	0
o1	34	19	0	999	0
o2	30	75	0	999	0
e0	38	60	0	999	0
e1	43	39	0	999	0
e2	63	94	0	999	0
t0	64	52	0	999	0
t1	37	81	0	999	0
t2	84	43	0	999	0
