nr	nv	nt	capacity
10	3	3	100

node	x	y	a	b	load
p0	40	4	0	999	96
p1	33	16	0	999	69
p2	76	59	0	999	80
p3	9	46	0	999	70
p4	91	51	0	999	67
p5	97	40	0	999	76
p6	52	13	0	999	74
p7	92	97	0	999	25
p8	98	71	0	999	31
p9	88	7	0	999	86
d0	95	71	0	999	-96
d1	25	24	0	999	-69
d2	76	68	0	999	-80
d3	82	10	0	999	-70
d4	53	72	0	999	-67
d5	39	41	0	999	-76
d6	76	88	0	999	-74
d7	40	45	0	999	-25
d8	26	91	0	999	-31
d9	20	14	0	999	-86
o0	48	30	0	999	0
o1	80	45	0	999	0
o2	71	34	0	999	0
e0	9	53	0	999	0
e1	42	76	0	999	0
e2	86	63	0	999	0
t0	47	23	0	999	0
t1	67	30	0	999	0
t2	88	61	0	999	0
